City_ID,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
0,butaritari,58,KI,1568783237,57,3.07,172.79,85.37,2.1
1,poso,72,ID,1568783237,42,-1.4,120.75,79.25,6.53
2,mar del plata,87,AR,1568783237,61,-46.43,-67.52,43.61,12.03
3,bluff,0,AU,1568783237,18,-23.58,149.07,85.19,7.9
4,mount gambier,2,AU,1568783138,48,-37.83,140.78,60.8,11.41
5,iqaluit,90,CA,1568783237,93,63.75,-68.52,37.4,8.05
6,arraial do cabo,0,BR,1568783237,92,-22.97,-42.02,70.79,0.58
7,buchanan,100,LR,1568783237,87,5.88,-10.05,77.09,13.91
8,saint george,0,GR,1568783238,63,39.45,22.34,62.6,1.66
9,busselton,100,AU,1568783238,48,-33.64,115.35,69.01,32.82
10,bambous virieux,40,MU,1568783238,83,-20.34,57.76,75.99,7.99
11,rikitea,99,PF,1568783238,63,-23.12,-134.97,68.09,15.52
12,atlantis,20,ZA,1568783238,100,-33.57,18.5,61.0,3.36
13,qaanaaq,0,GL,1568783238,43,77.48,-69.36,18.59,8.75
14,saskylakh,63,RU,1568783239,65,71.97,114.09,39.29,6.6
15,concarneau,0,FR,1568783242,87,47.88,-3.92,55.4,11.41
16,palauig,100,PH,1568783242,82,15.44,119.9,79.43,11.48
17,ranong,75,TH,1568783242,94,9.96,98.62,77.0,8.05
18,nanortalik,100,GL,1568783242,69,60.14,-45.24,39.83,2.06
19,khatanga,0,RU,1568783242,35,71.98,102.47,43.25,22.39
20,tocache,62,PE,1568783243,92,-8.19,-76.51,54.41,4.16
21,chapais,1,CA,1568783243,93,49.78,-74.86,44.6,2.24
22,kurmanayevka,97,RU,1568783243,57,52.51,52.07,60.89,12.41
23,thompson,75,CA,1568782956,83,55.74,-97.86,71.6,3.36
24,punta arenas,40,CL,1568783243,86,-53.16,-70.91,37.4,9.17
25,atuona,11,PF,1568783243,72,-9.8,-139.03,79.97,11.92
26,jamestown,16,AU,1568783243,28,-33.21,138.6,68.27,9.42
27,sheksna,90,RU,1568783244,100,59.21,38.5,44.6,2.24
28,nikolskoye,75,RU,1568783244,93,59.7,30.79,46.0,4.47
29,hobart,20,AU,1568783244,29,-42.88,147.33,63.0,5.82
30,lagoa,0,PT,1568783244,82,37.14,-8.45,64.4,6.93
31,bethel,90,US,1568783244,93,60.79,-161.76,48.2,13.87
32,portland,90,US,1568783172,66,43.66,-70.25,55.0,8.05
33,ozernovskiy,100,RU,1568783244,73,51.5,156.52,51.71,8.97
34,constitucion,78,MX,1568783245,83,23.99,-104.67,56.57,9.06
35,hasaki,75,JP,1568783245,83,35.73,140.83,72.0,8.05
36,narsaq,96,GL,1568783245,31,60.91,-46.05,46.4,24.16
37,strezhevoy,75,RU,1568783245,87,60.73,77.6,51.8,13.42
38,ginda,40,IN,1568783245,83,30.69,78.49,77.0,4.99
39,kidal,0,ML,1568783245,17,18.44,1.41,86.45,8.84
40,hithadhoo,20,MV,1568783245,69,-0.6,73.08,83.21,3.18
41,pangnirtung,98,CA,1568783246,96,66.15,-65.72,29.03,3.56
42,yar-sale,68,RU,1568783246,69,66.83,70.83,49.19,9.28
43,hambantota,75,LK,1568783246,94,6.12,81.12,82.4,9.17
44,hilo,1,US,1568783246,65,19.71,-155.08,82.4,6.93
45,bredasdorp,100,ZA,1568783246,93,-34.53,20.04,60.01,2.21
46,san policarpo,58,PH,1568783246,62,12.18,125.51,89.15,5.61
47,kapaa,90,US,1568783246,74,22.08,-159.32,82.4,5.82
48,along,94,IN,1568783247,95,28.17,94.8,63.41,1.59
49,almaznyy,19,RU,1568783250,93,48.03,40.04,57.2,6.71
50,kavieng,0,PG,1568783250,76,-2.57,150.8,83.03,12.68
51,moron,0,HT,1568783250,79,18.56,-74.26,81.95,8.5
52,lusambo,57,CD,1568783250,80,-4.97,23.44,74.93,2.64
53,yellowknife,90,CA,1568783250,93,62.45,-114.38,42.8,9.17
54,keuruu,20,FI,1568783250,100,62.26,24.71,41.0,3.36
55,pisco,13,PE,1568783251,87,-13.71,-76.2,61.0,1.12
56,tuatapere,98,NZ,1568783251,70,-46.13,167.69,53.01,11.01
57,tilichiki,99,RU,1568783251,86,60.47,166.1,47.75,4.21
58,tecoanapa,90,MX,1568783251,94,16.99,-99.26,77.0,5.82
59,miandrivazo,0,MG,1568783251,37,-19.53,45.46,86.45,7.52
60,ivanovka,100,RU,1568783251,74,55.56,88.79,56.03,13.33
61,vaini,75,IN,1568783251,83,15.34,74.49,75.2,6.93
62,kutahya,0,TR,1568783252,87,39.42,29.98,43.0,3.27
63,san patricio,90,PY,1568783252,95,-26.98,-56.83,59.81,3.11
64,ubatuba,12,BR,1568783252,62,-23.43,-45.08,66.47,3.36
65,georgetown,20,GY,1568783252,100,6.8,-58.16,75.2,4.7
66,jiuquan,100,CN,1568783252,69,39.73,98.49,51.89,15.43
67,port hedland,41,AU,1568783252,32,-20.31,118.58,93.2,13.87
68,provideniya,75,RU,1568783252,65,64.42,-173.23,46.4,13.42
69,hermanus,100,ZA,1568783253,91,-34.42,19.24,60.01,3.0
70,college,90,US,1568783253,36,64.86,-147.8,46.4,4.7
71,riyadh,0,SA,1568783013,26,24.63,46.72,82.4,2.24
72,paamiut,0,GL,1568783253,60,61.99,-49.67,40.37,6.85
73,san cristobal,43,HN,1568783253,92,14.68,-86.92,66.65,1.95
74,fortuna,90,US,1568783253,93,40.6,-124.16,60.8,9.17
75,nishihara,75,JP,1568783253,94,35.74,139.53,73.0,2.24
76,maragogi,79,BR,1568783253,94,-9.01,-35.22,71.15,4.09
77,ponta do sol,9,BR,1568783254,42,-20.63,-46.0,70.07,4.27
78,katsuura,20,JP,1568783254,58,33.93,134.5,87.01,12.75
79,cherskiy,59,RU,1568783254,54,68.75,161.3,52.43,5.88
80,boende,100,CD,1568783254,87,-0.28,20.88,74.39,2.17
81,ketchikan,1,US,1568783254,87,55.34,-131.65,57.2,11.41
82,abu zabad,100,SD,1568783254,78,12.35,29.25,72.95,8.84
83,ponta delgada,40,PT,1568783254,94,37.73,-25.67,71.6,5.82
84,cape town,20,ZA,1568783239,100,-33.93,18.42,61.0,3.36
85,faya,0,SA,1568783255,34,18.39,42.45,68.0,0.38
86,chirongui,75,YT,1568783255,74,-12.93,45.15,80.6,8.05
87,banepa,90,NP,1568783255,94,27.63,85.52,68.0,6.93
88,sioux lookout,90,CA,1568783255,93,50.1,-91.92,66.2,9.17
89,vao,94,EE,1568783255,85,59.1,26.19,48.47,11.36
90,humberto de campos,17,BR,1568783256,80,-2.6,-43.46,76.91,8.03
91,gisborne,2,NZ,1568782982,51,-38.66,178.02,59.0,8.01
92,kohlu,0,PK,1568783256,17,29.9,69.25,88.97,3.67
93,abha,0,SA,1568783256,34,18.22,42.5,68.0,16.37
94,san juan,0,AR,1568783256,31,-31.54,-68.53,46.13,1.48
95,kirpilskaya,20,RU,1568783256,68,45.38,39.69,75.0,15.66
96,castro,75,CL,1568782968,87,-42.48,-73.76,42.8,4.7
97,santa maria,0,BR,1568783152,48,-16.02,-48.01,66.2,1.12
98,deoria,75,IN,1568783222,100,26.5,83.79,75.2,8.05
99,morondava,2,MG,1568783256,84,-20.3,44.28,75.29,9.78
100,nisia floresta,40,BR,1568783257,83,-6.09,-35.21,77.0,9.17
101,kalmunai,24,LK,1568783257,40,7.42,81.82,95.81,3.2
102,plettenberg bay,54,ZA,1568783260,78,-34.05,23.37,61.61,1.21
103,ostrovnoy,1,RU,1568783260,77,68.05,39.51,40.01,12.48
104,soc trang,75,VN,1568783260,100,9.6,105.98,75.2,12.75
105,puerto ayora,100,EC,1568783260,88,-0.74,-90.35,63.0,5.61
106,ushuaia,75,AR,1568783136,86,-54.81,-68.31,37.4,4.7
107,kurilsk,99,RU,1568783261,71,45.23,147.88,57.29,10.36
108,sorong,81,ID,1568783261,64,-0.86,131.25,85.37,8.99
109,rio gallegos,90,AR,1568782962,65,-51.62,-69.22,41.0,8.05
110,dingle,100,PH,1568783261,70,11.0,122.67,84.47,18.21
111,la cruz,1,MX,1568783261,89,23.92,-106.89,75.0,3.0
112,port alfred,100,ZA,1568783261,90,-33.59,26.89,64.99,1.99
113,upernavik,100,GL,1568783261,45,72.79,-56.15,30.29,8.63
114,avarua,59,CK,1568783261,60,-21.21,-159.78,71.6,8.05
115,iskateley,34,RU,1568783262,78,67.68,53.15,40.37,7.92
116,praia da vitoria,40,PT,1568783262,88,38.73,-27.07,71.6,14.52
117,evensk,64,RU,1568783262,65,61.92,159.24,48.47,8.66
118,clyde river,90,CA,1568783262,100,70.47,-68.59,37.4,10.29
119,saint anthony,1,US,1568783227,46,43.97,-111.68,51.8,5.82
120,albany,1,US,1568783262,100,42.65,-73.75,54.0,3.36
121,ternovka,95,RU,1568783262,57,51.69,41.59,54.95,10.27
122,orillia,75,CA,1568783263,100,44.6,-79.43,59.0,3.87
123,port elizabeth,1,US,1568783263,93,39.31,-74.98,66.0,3.74
124,porto novo,0,BR,1568783263,72,-23.68,-45.44,66.2,6.71
125,copiapo,0,CL,1568783263,75,-27.37,-70.33,46.4,8.05
126,weligama,2,LK,1568783122,79,5.97,80.42,81.59,11.1
127,grand gaube,40,MU,1568783263,83,-20.01,57.66,75.99,3.8
128,menzelinsk,0,RU,1568783263,93,55.73,53.11,46.4,13.42
129,codrington,75,AU,1568783264,38,-28.95,153.24,75.2,9.17
130,severo-kurilsk,100,RU,1568783264,89,50.68,156.12,49.91,13.96
131,verkhoyansk,89,RU,1568783264,67,67.55,133.39,45.95,4.63
132,kathmandu,90,NP,1568783117,94,27.71,85.32,68.0,6.93
133,mataura,96,NZ,1568783264,70,-46.19,168.86,53.01,11.01
134,namatanai,34,PG,1568783264,75,-3.66,152.44,80.51,5.57
135,namibe,41,AO,1568783264,88,-15.19,12.15,67.55,4.36
136,boyolangu,31,ID,1568783264,31,-8.09,111.9,90.41,9.22
137,timmins,90,CA,1568782976,93,48.48,-81.33,62.6,5.82
138,dalby,0,AU,1568783008,20,-27.18,151.26,79.0,9.17
139,veraval,0,FR,1568783265,87,49.65,0.71,48.2,8.05
140,zhangye,100,CN,1568783265,67,38.94,100.46,52.25,11.48
141,altay,0,CN,1568783265,48,47.83,88.13,53.15,6.87
142,dikson,100,RU,1568783265,82,73.51,80.55,40.19,4.68
143,levokumka,12,RU,1568783265,82,44.23,43.15,55.4,5.55
144,kapit,100,MY,1568783265,33,2.02,112.94,98.51,2.77
145,hami,100,CN,1568783266,24,42.84,93.51,74.93,14.61
146,lebu,75,ET,1568783266,93,8.96,38.73,55.4,4.7
147,guiratinga,50,BR,1568783266,26,-16.35,-53.76,72.95,3.09
148,komsomolskiy,96,RU,1568783266,74,67.55,63.78,46.49,9.01
149,matara,75,BI,1568783266,83,-3.48,29.48,69.8,2.24
150,manta,34,RO,1568783266,50,45.1,24.1,67.37,3.94
151,thinadhoo,42,MV,1568783266,70,0.53,72.93,83.57,5.19
152,klaksvik,93,FO,1568783267,86,62.23,-6.59,37.4,4.25
153,chuy,0,UY,1568783267,78,-33.69,-53.46,51.53,11.65
154,owosso,90,US,1568783267,100,43.0,-84.18,61.0,6.26
155,ambon,0,FR,1568783267,87,47.55,-2.56,57.0,11.41
156,salalah,90,OM,1568783267,88,17.01,54.1,80.6,8.05
157,san jose,51,HN,1568783267,96,14.25,-87.96,63.59,1.57
158,rapid valley,1,US,1568783060,50,44.06,-103.15,64.0,13.87
159,hatillo,99,PR,1568783268,100,18.49,-66.83,81.0,7.4
160,praya,20,ID,1568783268,45,-8.71,116.27,87.8,13.87
161,margate,20,AU,1568783268,29,-43.03,147.26,63.0,5.82
162,norman wells,40,CA,1568783268,75,65.28,-126.83,42.8,5.82
163,xining,100,CN,1568783268,94,36.62,101.77,38.39,3.06
164,kahului,20,US,1568783060,58,20.89,-156.47,82.4,13.87
165,high level,40,CA,1568783268,93,58.52,-117.13,42.8,3.36
166,broome,44,GB,1568783268,93,52.47,1.45,45.0,4.7
167,ilinskiy,75,RU,1568783269,87,55.62,38.12,46.4,6.71
168,prokuplje,0,RS,1568783269,87,43.23,21.59,50.0,1.12
169,pevek,1,RU,1568783269,86,69.7,170.27,40.01,28.19
170,soledar,29,UA,1568783269,74,48.69,38.06,58.01,14.09
171,tsogni,94,GA,1568783269,88,-2.79,10.1,75.29,10.74
172,adana,40,TR,1568783051,78,37.0,35.33,75.2,4.7
173,nouadhibou,12,MR,1568783269,42,20.93,-17.03,86.0,16.11
174,tuktoyaktuk,90,CA,1568783270,75,69.44,-133.03,46.4,13.87
175,ladario,39,PT,1568783270,93,40.7,-7.74,61.0,1.01
176,lompoc,1,US,1568783270,67,34.64,-120.46,64.4,5.82
177,vardo,1,US,1568783270,77,39.62,-77.74,63.0,4.52
178,new norfolk,20,AU,1568783270,29,-42.78,147.06,63.0,5.82
179,sur,25,OM,1568783270,29,22.57,59.53,95.27,4.52
180,westfield,75,US,1568783102,63,40.66,-74.35,66.99,6.08
181,minab,6,IR,1568783270,41,27.15,57.07,95.0,2.21
182,birjand,0,IR,1568783271,19,32.86,59.22,68.0,4.7
183,tulle,0,FR,1568783271,63,45.27,1.77,60.8,3.36
184,bandarbeyla,17,SO,1568783271,36,9.49,50.81,88.79,24.83
185,mana,68,NG,1568783274,76,13.03,5.27,76.91,5.73
186,whitianga,45,NZ,1568783274,68,-36.83,175.7,61.0,1.99
187,richards bay,33,ZA,1568783275,89,-28.77,32.06,70.25,17.16
188,ziro,75,IN,1568783275,94,27.54,93.82,82.4,3.36
189,broken hill,55,AU,1568783275,23,-31.97,141.45,66.2,6.93
190,ada,1,US,1568783275,69,34.77,-96.68,78.01,4.7
191,lasa,0,CY,1568783275,64,34.92,32.53,71.6,8.05
192,kaitangata,89,NZ,1568783276,50,-46.28,169.85,57.0,11.01
193,auray,0,FR,1568783276,87,47.67,-2.99,57.0,11.41
194,leningradskiy,100,RU,1568783276,93,69.38,178.42,38.03,14.5
195,cidreira,97,BR,1568783276,96,-30.17,-50.22,58.19,2.39
196,smolenka,63,PL,1568783276,96,54.15,22.76,42.71,12.5
197,victoria,75,BN,1568783161,66,5.28,115.24,89.6,2.24
198,beidao,98,CN,1568783276,62,34.57,105.89,61.07,8.19
199,psebay,0,RU,1568783276,36,44.12,40.81,58.55,7.74
200,egvekinot,100,RU,1568783277,75,66.32,-179.17,34.43,5.79
201,sisimiut,87,GL,1568783060,59,66.94,-53.67,38.39,6.55
202,jacmel,80,HT,1568783277,83,18.24,-72.54,78.8,9.17
203,casper,1,US,1568783162,45,42.87,-106.31,52.0,11.41
204,waipawa,0,NZ,1568783277,63,-39.94,176.59,57.0,4.85
205,bela,12,PK,1568783277,38,26.23,66.31,88.97,2.91
206,general roca,0,AR,1568783277,47,-39.03,-67.58,53.6,9.17
207,tarko-sale,87,RU,1568783278,87,64.92,77.78,48.99,11.25
208,topolobampo,0,MX,1568783278,89,25.6,-109.05,82.99,7.07
209,guanica,82,PR,1568783278,89,17.97,-66.91,81.0,7.61
210,miyazu,75,JP,1568783278,65,35.58,135.2,77.0,11.41
211,kruisfontein,61,ZA,1568783281,79,-34.0,24.73,62.15,5.99
212,jiamusi,78,CN,1568783281,47,46.81,130.37,50.27,19.98
213,menongue,77,AO,1568783282,17,-14.66,17.68,68.27,11.92
214,dakar,40,SN,1568783282,94,14.69,-17.45,78.8,5.82
215,lodja,61,CD,1568783282,80,-3.52,23.6,75.29,3.4
216,solntsevo,99,RU,1568783282,62,53.34,40.13,52.25,10.0
217,uruzgan,0,AF,1568783282,4,32.93,66.63,74.75,6.26
218,jidvei,20,RO,1568783283,62,46.22,24.11,61.0,6.93
219,barrow,0,AR,1568783283,93,-38.31,-60.23,40.55,7.05
220,port-cartier,5,CA,1568783283,80,50.03,-66.88,39.0,5.82
221,tual,0,ID,1568783283,84,-5.67,132.75,77.09,13.38
222,cap malheureux,40,MU,1568783283,83,-19.98,57.61,75.99,3.8
223,capao da canoa,100,BR,1568783283,98,-29.75,-50.01,58.37,1.72
224,hofn,100,IS,1568782985,99,64.25,-15.21,32.27,8.03
225,dunedin,99,NZ,1568783284,50,-45.87,170.5,54.0,7.0
226,krasnaya polyana,0,KZ,1568783284,23,49.24,73.02,73.4,13.42
227,dzhebariki-khaya,96,RU,1568783284,63,62.22,135.8,44.15,5.48
228,banjar,42,ID,1568783284,46,-7.37,108.54,87.53,8.63
229,torbay,90,CA,1568783284,93,47.66,-52.73,46.99,16.11
230,hammerfest,40,NO,1568783284,70,70.66,23.68,35.6,10.29
231,souillac,0,FR,1568783285,63,45.6,-0.6,64.0,11.41
232,tiarei,75,PF,1568783285,78,-17.53,-149.33,78.8,13.87
233,plattsburgh,1,US,1568783285,93,44.69,-73.46,51.8,2.24
234,russell,1,US,1568783285,54,38.9,-98.86,79.0,16.11
235,nantucket,40,US,1568783288,87,41.28,-70.1,61.0,6.93
236,furano,75,JP,1568783288,55,43.28,142.47,66.2,14.99
237,koryazhma,77,RU,1568783288,86,61.32,47.16,47.93,2.77
238,barraute,1,CA,1568783289,93,48.43,-77.63,53.6,2.24
239,cayenne,94,GF,1568783289,88,4.94,-52.33,77.0,5.23
240,placido de castro,60,BR,1568783289,67,-10.34,-67.19,77.81,2.44
241,carnarvon,79,ZA,1568783289,15,-30.97,22.13,68.81,3.76
242,helong,0,CN,1568783289,49,25.94,116.13,86.27,12.28
243,petropavlovsk-kamchatskiy,20,RU,1568783207,71,53.05,158.65,57.2,6.71
244,qaqortoq,96,GL,1568783289,31,60.72,-46.03,46.4,24.16
245,viedma,0,AR,1568783290,80,-40.81,-62.99,42.53,7.11
246,saint-pierre,0,FR,1568783290,87,48.95,4.24,50.0,9.17
247,nova olimpia,84,BR,1568783290,42,-14.8,-57.29,72.41,1.45
248,puerto escondido,100,MX,1568783290,94,15.86,-97.07,74.03,2.95
249,camopi,69,GF,1568783290,95,3.17,-52.33,73.13,1.74
250,half moon bay,20,US,1568783290,93,37.46,-122.43,64.4,3.36
251,usinsk,100,RU,1568783290,91,66.0,57.56,44.33,7.94
252,diourbel,32,SN,1568783291,87,14.65,-16.23,78.53,6.87
253,arman,100,RU,1568783291,79,59.7,150.17,47.21,3.13
254,talnakh,75,RU,1568783291,81,69.49,88.39,48.2,24.61
255,sinamar,100,PH,1568783291,90,16.9,121.57,77.09,2.3
256,altus,1,US,1568783291,65,34.64,-99.33,80.6,9.17
257,east london,75,ZA,1568783291,93,-33.02,27.91,64.4,2.24
258,foindu,94,SL,1568783291,99,8.12,-10.79,70.61,0.56
259,port keats,43,AU,1568783292,62,-14.25,129.55,82.67,12.71
260,oxbow,90,CA,1568783292,82,49.23,-102.17,66.2,16.11
261,lakselv,20,NO,1568783292,93,70.05,24.96,37.0,10.29
262,jiwani,0,PK,1568783292,75,25.05,61.74,83.03,5.64
263,chokurdakh,97,RU,1568783292,67,70.62,147.9,43.43,16.44
264,touros,40,BR,1568783292,94,-5.2,-35.46,73.4,4.7
265,saint-philippe,1,CA,1568783292,93,45.36,-73.48,54.0,4.47
266,vikhorevka,50,RU,1568783293,59,56.12,101.17,62.6,6.71
267,sao joao da barra,0,BR,1568783293,86,-21.64,-41.05,68.45,3.13
268,yarke pole,65,UA,1568783293,63,45.61,34.32,72.77,20.24
269,belmonte,7,PT,1568783293,93,40.36,-7.35,57.99,1.01
270,ihosy,7,MG,1568783293,68,-22.4,46.13,64.49,13.82
271,nata,0,BW,1568783293,35,-20.21,26.19,69.53,11.21
272,sabang,100,PH,1568783293,79,13.8,121.11,82.99,3.0
273,mitu,0,IR,1568783294,27,36.2,46.09,73.31,2.57
274,te anau,95,NZ,1568783294,75,-45.41,167.72,45.05,9.24
